date_heure_dernier_changement,date_heure_creation,departement,latitude,longitude,id,direction,equipement,date_installation,type,emplacement,route,longueur_troncon_km,vitesse_poids_lourds_kmh,vitesse_vehicules_legers_kmh
2018-06-28T12:30:10Z,2018-06-28T11:01:14Z,25,47.215305,6.010006,10250,Vallorbe vers Nancy,MORPHO,2012-08-25T00:00:00Z,Radar Vitesse Moyenne,BEURE,RN57,1.8,,70
2018-06-28T12:30:10Z,2018-06-28T11:01:14Z,44,47.297645,-2.178384,10251,St Nazaire vers St Brevin les Pins  (Nord / Sud),MORPHO,2012-09-07T00:00:00Z,Radar Vitesse Moyenne,ST BREVIN LES PINS,RD 213,3.4,,70
2018-06-28T12:30:10Z,2018-06-28T11:01:14Z,47,44.3661,0.71799,10252,St Antoine de Ficalba vers Pujols,MORPHO,2012-10-19T00:00:00Z,Radar Vitesse Moyenne,PUJOLS,RN 21,3.3,,110
2018-06-28T12:30:10Z,2018-06-28T11:01:14Z,79,46.36678,-0.24597,10253,Paris vers Bordeaux,MORPHO,2012-12-03T00:00:00Z,Radar Vitesse Moyenne,ROMANS,A10,11.5,,130
2018-06-28T12:30:10Z,2018-06-28T11:01:16Z,30,44.17134,4.1417,10254,ALES vers SALINDRES,MORPHO,2013-03-18T00:00:00Z,Radar Vitesse Moyenne,ROUSSON,RD16,2.3,,70
2018-06-28T12:30:10Z,2018-06-28T11:01:16Z,30,44.1597,4.11727,10255,SALINDRES vers ALES,MORPHO,2013-04-15T00:00:00Z,Radar Vitesse Moyenne,ST PRIVAT DES VIEUX,RD16,2.4,,70
2018-06-28T12:30:10Z,2018-06-28T11:01:16Z,30,43.72674,4.60756,10256,BEAUCAIRE vers FOURQUES,MORPHO,2013-03-20T00:00:00Z,Radar Vitesse Moyenne,BEAUCAIRE,RD15,6.6,,80
2018-06-28T12:30:10Z,2018-06-28T11:01:16Z,19,45.40673,1.54349,10257,PARIS vers TOULOUSE,MORPHO,2012-11-30T00:00:00Z,Radar Vitesse Moyenne,UZERCHE,A20,7.3,,130
2018-06-28T12:30:10Z,2018-06-28T11:01:16Z,44,47.2986,-2.1784,10258,St Brevin les Pins vers Saint Nazaire (Sud / Nord),MORPHO,2012-09-07T00:00:00Z,Radar Vitesse Moyenne,MONTOIR DE BRETAGNE,RD 213,3.5,,70
2018-06-28T12:30:10Z,2018-06-28T11:01:16Z,09,43.03839,1.63083,10259,TARASCON SUR ARIEGE vers PAMIERS,MORPHO,2014-05-23T00:00:00Z,Radar Vitesse Moyenne,DALOU,RN20,3.9,,110
2018-06-28T12:30:10Z,2018-06-28T11:01:16Z,09,43.00674,1.6139,10260,PAMIERS vers TARASCON SUR ARIEGE,MORPHO,2014-07-07T00:00:00Z,Radar Vitesse Moyenne,FOIX,RN20,7.2,,110
2018-06-28T12:30:10Z,2018-06-28T11:01:16Z,92,48.83963,2.20355,10261,PROVINCE vers PARIS,MORPHO,2016-06-27T00:00:00Z,Radar Vitesse Moyenne,ST CLOUD,A13,1.1,,70
2018-06-28T12:30:10Z,2018-06-28T11:01:16Z,43,44.7838,3.88568,10262,LE PUY EN VELAY vers PRADELLES,MORPHO,2013-09-13T00:00:00Z,Radar Vitesse Moyenne,PRADELLES,RN88,7.9,,80
2018-06-28T12:30:10Z,2018-06-28T11:01:16Z,16,45.62526,0.18197,10263,Soyaux vers Puymoyen,MORPHO,2013-05-17T00:00:00Z,Radar Vitesse Moyenne,PUYMOYEN,RD1000,2.5,,80
2018-06-28T12:30:14Z,2018-06-28T11:01:16Z,84,43.78382,5.09278,10264,PERTUIS vers CAVAILLON,MORPHO,2013-02-15T00:00:00Z,Radar Vitesse Moyenne,CHEVAL BLANC,RD973,7.2,,80
2018-06-28T12:30:14Z,2018-06-28T11:01:16Z,84,44.36246,4.97359,10265,VISAN vers VALREAS,MORPHO,2013-07-08T00:00:00Z,Radar Vitesse Moyenne,VALREAS,RD976,4.4,,80
2018-06-28T12:30:14Z,2018-06-28T11:01:16Z,95,49.05873,2.00108,10266,Vigny vers Cergy,MORPHO,2014-03-03T00:00:00Z,Radar Vitesse Moyenne,COURDIMANCHE,RD14,1.3,,110
2018-06-28T12:30:14Z,2018-06-28T11:01:16Z,67,48.74764,7.56854,10267,ALTECKENDORF vers WASSELONNE,MORPHO,2013-06-28T00:00:00Z,Radar Vitesse Moyenne,HOCHFELDEN,RD 25,1.3,,80
2018-06-28T12:30:14Z,2018-06-28T11:01:16Z,05,44.49779,5.73001,10268,Grenoble vers Sisteron,MORPHO,2013-03-25T00:00:00Z,Radar Vitesse Moyenne,ASPREMONT,RD 1075,2.8,,80
2018-06-28T12:30:14Z,2018-06-28T11:01:16Z,23,46.18881,1.94357,10269,GUERET vers MONTLUCON,MORPHO,2013-07-26T00:00:00Z,Radar Vitesse Moyenne,AJAIN,RN145,2.8,,110
2018-06-28T12:30:14Z,2018-06-28T11:01:17Z,31,43.38309,1.6163,10270,FOIX vers TOULOUSE,MORPHO,2014-03-14T00:00:00Z,Radar Vitesse Moyenne,MONTESQUIEU LAURAGAIS,A66,12,,130
2018-06-28T12:30:14Z,2018-06-28T11:01:17Z,69,45.87074,4.49004,10271,CLERMONT FERRAND vers LYON,MORPHO,2014-12-29T00:00:00Z,Radar Vitesse Moyenne,PONTCHARRA SUR TURDINE,A89,15.8,,110
2018-06-28T12:30:14Z,2018-06-28T11:01:17Z,45,47.99521,1.88121,10272,Cercottes vers Chevilly,MORPHO,2013-07-08T00:00:00Z,Radar Vitesse Moyenne,CHEVILLY,RD2020,2.2,,90
2018-06-28T12:30:14Z,2018-06-28T11:01:17Z,51,49.35733,4.20701,10273,Ardennes vers Marne,MORPHO,2013-11-04T00:00:00Z,Radar Vitesse Moyenne,ISLES SUR SUIPPE,RN51,7.8,,110
2018-06-28T12:30:14Z,2018-06-28T11:01:17Z,58,46.93863,3.15776,10274,NEVERS vers MOULINS,MORPHO,2013-07-03T00:00:00Z,Radar Vitesse Moyenne,MAGNY COURS,RN7,4.8,,110
2018-06-28T12:30:14Z,2018-06-28T11:01:17Z,59,50.60194,3.23831,10275,Lille vers Belgique,MORPHO,2013-09-23T00:00:00Z,Radar Vitesse Moyenne,BAISIEUX,A27,5.2,,130
2018-06-28T12:30:14Z,2018-06-28T11:01:17Z,59,50.64271,2.93313,10276,DUNKERQUE vers LILLE,MORPHO,2015-04-13T00:00:00Z,Radar Vitesse Moyenne,ENNETIERES EN WEPPES,A25,3.1,,110
2018-06-28T12:30:14Z,2018-06-28T11:01:17Z,59,50.59951,3.16691,10277,Belgique vers Lille,MORPHO,2013-09-23T00:00:00Z,Radar Vitesse Moyenne,SAINGHIN EN MELANTOIS,A27,5.2,,130
2018-06-28T12:30:16Z,2018-06-28T11:01:17Z,71,46.31887,4.74256,10278,CHARNAY LES MACON Vers PRISSE,MORPHO,2013-02-18T00:00:00Z,Radar Vitesse Moyenne,PRISSE,RN 79,3.1,,90
2018-06-28T12:30:16Z,2018-06-28T11:01:17Z,71,46.57685,4.20981,10279,PARAY LE MONIAL vers MONTCEAU LES MINES,MORPHO,2013-06-07T00:00:00Z,Radar Vitesse Moyenne,GENELARD,RN 70,2.1,,90
2018-06-28T12:30:16Z,2018-06-28T11:01:17Z,71,46.51361,4.1625,10280,MONTCEAU LES MINES vers MONTCHANIN,MORPHO,2013-06-07T00:00:00Z,Radar Vitesse Moyenne,BLANZY,RN70,1.7,,70
2018-06-28T12:30:16Z,2018-06-28T11:01:17Z,83,43.12706,5.91416,10281,LA VALETTE DU VAR vers LA SEYNE SUR MER,MORPHO,2013-09-25T00:00:00Z,Radar Vitesse Moyenne,TOULON,A50,3.3,,70
2018-06-28T12:30:16Z,2018-06-28T11:01:18Z,83,43.41365,6.44353,10282,AIX EN PROVENCE vers NICE,MORPHO,2013-10-14T00:00:00Z,Radar Vitesse Moyenne,VIDAUBAN,A8,5.9,,130
2018-06-28T12:30:16Z,2018-06-28T11:01:18Z,83,43.40185,6.37457,10283,NICE vers AIX EN PROVENCE,MORPHO,2014-01-27T00:00:00Z,Radar Vitesse Moyenne,LE CANNET DES MAURES,A8,5.9,,130
2018-06-28T12:30:16Z,2018-06-28T11:01:18Z,24,44.87911,1.20745,10284,LOUBEJAC vers SARLAT LA CANEDA,MORPHO,2013-07-15T00:00:00Z,Radar Vitesse Moyenne,SARLAT LA CANEDA,RD704,1.9,,80
2018-06-28T12:30:16Z,2018-06-28T11:01:18Z,24,45.1414,0.78467,10285,BORDEAUX vers BRIVE EST,MORPHO,2013-12-02T00:00:00Z,Radar Vitesse Moyenne,BOULAZAC ISLE MANOIRE,A89,4.9,,110
2018-06-28T12:30:16Z,2018-06-28T11:01:18Z,34,43.41505,3.41663,10286,ST THIBERY vers PEZENAS,MORPHO,2014-03-19T00:00:00Z,Radar Vitesse Moyenne,PEZENAS,RD13,2.8,,80
2018-06-28T12:30:16Z,2018-06-28T11:01:18Z,34,43.62292,3.5109,10287,GIGNAC vers BELARGA,MORPHO,2013-07-17T00:00:00Z,Radar Vitesse Moyenne,POUZOLS,RD32,1,,80
2018-06-28T12:30:16Z,2018-06-28T11:01:18Z,38,45.10449,5.70554,10288,Grenoble vers Vizille,MORPHO,2013-03-25T00:00:00Z,Radar Vitesse Moyenne,CHAMPAGNIER,RN85,1.8,,80
2018-06-28T12:30:16Z,2018-06-28T11:01:18Z,38,45.1195,5.69777,10289,Vizille vers Grenoble,MORPHO,2013-03-25T00:00:00Z,Radar Vitesse Moyenne,LE PONT DE CLAIX,RN85,1.8,,80
2018-06-28T12:30:18Z,2018-06-28T11:01:18Z,61,48.57775,-0.34845,10290,Magny le désert vers Bagnoles de l'Orne,MORPHO,2013-09-01T00:00:00Z,Radar Vitesse Moyenne,LA FERTE MACE,RD402,2,,80
2018-06-28T12:30:18Z,2018-06-28T11:01:18Z,61,48.52822,0.52429,10291,Nord vers Sud,MORPHO,2013-07-15T00:00:00Z,Radar Vitesse Moyenne,ST LANGIS LES MORTAGNE,RD401,1.9,,80
2018-06-28T12:30:18Z,2018-06-28T11:01:18Z,62,50.46309,2.53582,10292,Rond-point polyclinique vers Houdain,MORPHO,2013-09-02T00:00:00Z,Radar Vitesse Moyenne,DIVION,RD301,1.5,,80
2018-06-28T12:30:18Z,2018-06-28T11:01:18Z,62,50.18858,2.48978,10293,DOULLENS vers ARRAS,MORPHO,2013-09-23T00:00:00Z,Radar Vitesse Moyenne,WARLINCOURT LES PAS,RN25,2.1,,80
2018-06-28T12:30:18Z,2018-06-28T11:01:19Z,66,42.8106,2.58284,10294,ST PAUL DE FENOUILLET vers MAURY,MORPHO,2013-09-16T00:00:00Z,Radar Vitesse Moyenne,MAURY,RD117,5.4,,80
2018-06-28T12:30:18Z,2018-06-28T11:01:19Z,78,48.71148,1.90362,10295,SENLISSE vers LES ESSARTS LE ROI,MORPHO,2013-08-19T00:00:00Z,Radar Vitesse Moyenne,LES ESSARTS LE ROI,RD202,1.8,,70
2018-06-28T12:30:18Z,2018-06-28T11:01:19Z,78,48.69801,1.89779,10296,CERNAY LA VILLE vers AUFFARGIS,MORPHO,2013-11-26T00:00:00Z,Radar Vitesse Moyenne,AUFFARGIS,RD24,1,,70
2018-06-28T12:30:18Z,2018-06-28T11:01:19Z,88,48.28992,7.07053,10297,Frapelle vers Raves,MORPHO,2013-02-15T00:00:00Z,Radar Vitesse Moyenne,BERTRIMOUTIER,RN159,2.3,,80
2018-06-28T12:30:18Z,2018-06-28T11:01:19Z,66,42.81419,2.517,10298,MAURY vers ST PAUL DE FENOUILLET,MORPHO,2013-07-03T00:00:00Z,Radar Vitesse Moyenne,ST PAUL DE FENOUILLET,RD117,5.5,,80
2018-06-28T12:30:18Z,2018-06-28T11:01:19Z,17,46.16369,-1.25652,10299,LA ROCHELLE vers RIVEDOUX PLAGE,MORPHO,2014-10-17T00:00:00Z,Radar Vitesse Moyenne,RIVEDOUX PLAGE,RD735,3.1,,80
2018-06-28T12:30:18Z,2018-06-28T11:01:19Z,17,45.84573,-1.16425,10300,LE CHATEAU D OLERON vers BOURCEFRANC LE CHAPUS,MORPHO,2013-03-14T00:00:00Z,Radar Vitesse Moyenne,BOURCEFRANC LE CHAPUS,RD26,3.1,,90
2018-06-28T12:30:18Z,2018-06-28T11:01:19Z,45,47.99532,1.88102,10301,Chevilly vers Cercottes,MORPHO,2013-08-19T00:00:00Z,Radar Vitesse Moyenne,CERCOTTES,RD2020,2.2,,90
2018-06-28T12:30:20Z,2018-06-28T11:01:19Z,92,48.83954,2.20352,10302,PARIS vers PROVINCE,MORPHO,2016-11-28T00:00:00Z,Radar Vitesse Moyenne,BOULOGNE BILLANCOURT,A13,1,,70
2018-06-28T12:30:20Z,2018-06-28T11:01:19Z,07,44.41055,4.29786,10303,RUOMS vers ALES,MORPHO,2014-02-28T00:00:00Z,Radar Vitesse Moyenne,GROSPIERRES,RD111,1.9,,80
2018-06-28T12:30:20Z,2018-06-28T11:01:19Z,07,45.02639,4.70022,10304,LAMASTRE vers TOURNON SUR RHONE,MORPHO,2014-04-01T00:00:00Z,Radar Vitesse Moyenne,BOUCIEU LE ROI,RD534,6.9,,80
2018-06-28T12:30:20Z,2018-06-28T11:01:19Z,07,44.58158,4.57239,10305,LE TEIL vers AUBENAS,MORPHO,2014-06-16T00:00:00Z,Radar Vitesse Moyenne,ST JEAN LE CENTENIER,RN102,2.6,,80
2018-06-28T12:30:20Z,2018-06-28T11:01:21Z,06,43.73209,7.3822,10306,EZE vers CAP D AIL,MORPHO,2014-02-24T00:00:00Z,Radar Vitesse Moyenne,EZE,RM6007,1.4,,70
2018-06-28T12:30:20Z,2018-06-28T11:01:21Z,21,46.97842,4.70572,10307,PR croissant,MORPHO,2013-07-08T00:00:00Z,Radar Vitesse Moyenne,AUXEY DURESSES,RD 973,2.9,,80
2018-06-28T12:30:20Z,2018-06-28T11:01:21Z,56,47.93048,-2.3229,10308,PLOERMEL vers CAMPENEAC,MORPHO,2013-07-15T00:00:00Z,Radar Vitesse Moyenne,CAMPENEAC,RN24,3,,110
2018-06-28T12:30:20Z,2018-06-28T11:01:21Z,63,45.59569,3.22375,10309,ISSOIRE vers CLERMONT FERRAND,MORPHO,2013-12-09T00:00:00Z,Radar Vitesse Moyenne,SAUVAGNAT STE MARTHE,A75,3.1,,90
2018-06-28T12:30:20Z,2018-06-28T11:01:21Z,87,46.00271,1.33829,10310,LIMOGES vers RAZES,MORPHO,2014-04-18T00:00:00Z,Radar Vitesse Moyenne,ST SYLVESTRE,A20,5.2,,110
2018-06-28T12:30:20Z,2018-06-28T11:01:21Z,91,48.62853,2.25636,10311,A10 VERS A6,MORPHO,2014-08-04T00:00:00Z,Radar Vitesse Moyenne,LINAS,RN104,3,,110
2018-06-28T12:30:22Z,2018-06-28T11:01:21Z,91,48.62861,2.25702,10312,A6 VERS A10,MORPHO,2014-08-04T00:00:00Z,Radar Vitesse Moyenne,MARCOUSSIS,RN104,3,,110
2018-06-28T12:30:22Z,2018-06-28T11:01:21Z,13,43.5823,4.44391,10313,SAINTES MARIES DE LA MER vers ARLES,MORPHO,2014-08-18T00:00:00Z,Radar Vitesse Moyenne,SAINTES MARIES DE LA MER,RD570,5.6,,80
2018-06-28T12:30:22Z,2018-06-28T11:01:21Z,13,43.54861,4.40147,10314,ARLES vers SAINTES MARIES DE LA MER,MORPHO,2014-10-10T00:00:00Z,Radar Vitesse Moyenne,SAINTES MARIES DE LA MER,RD570,5.6,,80
2018-06-28T12:30:22Z,2018-06-28T11:01:21Z,25,47.05667,6.70281,10315,VILLERS LE LAC vers SUISSE,MORPHO,2013-08-14T00:00:00Z,Radar Vitesse Moyenne,VILLERS LE LAC,RD461,3.3,,90
2018-06-28T12:30:22Z,2018-06-28T11:01:22Z,35,48.20972,-1.7373,10316,ST MALO vers RENNES,MORPHO,2014-04-28T00:00:00Z,Radar Vitesse Moyenne,LA MEZIERE,RD137,4.1,,110
2018-06-28T12:30:22Z,2018-06-28T11:01:22Z,37,47.40195,0.86989,10317,Tours vers Blois,MORPHO,2014-10-27T00:00:00Z,Radar Vitesse Moyenne,NOIZAY,RD 952,3.1,,80
2018-06-28T12:30:22Z,2018-06-28T11:01:22Z,62,50.22812,2.61717,10318,Arras vers Doullens,MORPHO,2014-03-03T00:00:00Z,Radar Vitesse Moyenne,BAILLEULVAL,RN25,2.4,,80
2018-06-28T12:30:22Z,2018-06-28T11:01:22Z,76,49.50676,0.7408,10319,YVETOT vers ARELAUNE EN SEINE,MORPHO,2014-08-01T00:00:00Z,Radar Vitesse Moyenne,ARELAUNE EN SEINE,RD490,1.4,,80
2018-06-28T12:30:22Z,2018-06-28T11:01:22Z,76,49.75755,0.77237,10320,ST VALERY EN CAUX vers DOUDEVILLE,MORPHO,2014-03-24T00:00:00Z,Radar Vitesse Moyenne,DOUDEVILLE,RD20,1.9,,80
2018-06-28T12:30:22Z,2018-06-28T11:01:22Z,13,43.29128,5.4851,10321,AUBAGNE vers MARSEILLE,MORPHO,2015-01-19T00:00:00Z,Radar Vitesse Moyenne,MARSEILLE,A50,1.2,,90
2018-06-28T12:30:23Z,2018-06-28T11:01:22Z,13,43.2881,5.49962,10322,MARSEILLE vers AUBAGNE,MORPHO,2015-01-30T00:00:00Z,Radar Vitesse Moyenne,MARSEILLE,A50,1.2,,90
2018-06-28T12:30:23Z,2018-06-28T11:01:22Z,27,49.10988,1.48944,10323,Vernon vers Gisors,MORPHO,2014-06-16T00:00:00Z,Radar Vitesse Moyenne,TILLY,RD 181,3,,90
2018-06-28T12:30:23Z,2018-06-28T11:01:22Z,29,47.8626,-3.56,10324,GUIDEL vers QUIMPERLE,MORPHO,2014-11-27T00:00:00Z,Radar Vitesse Moyenne,QUIMPERLE,RN 165,8.4,,110
2018-06-28T12:30:23Z,2018-06-28T11:01:22Z,31,43.726033,1.324844,10325,Merville vers Grenade,MORPHO,2014-06-16T00:00:00Z,Radar Vitesse Moyenne,GRENADE,RD 2,2.9,,80
2018-06-28T12:30:23Z,2018-06-28T11:01:23Z,64,43.3289,-0.34774,10326,IDRON VERS LESCAR,MORPHO,2014-08-25T00:00:00Z,Radar Vitesse Moyenne,PAU,RD817,1.7,,70
2018-06-28T12:30:23Z,2018-06-28T11:01:23Z,34,43.39902,3.22885,10327,BEDARIEUX vers BEZIERS,MORPHO,2014-07-15T00:00:00Z,Radar Vitesse Moyenne,LIEURAN LES BEZIERS,RD909,14.8,,80
2018-06-28T12:30:23Z,2018-06-28T11:01:23Z,25,47.12449,6.58803,10328,MORTEAU vers FUANS,MORPHO,2014-07-07T00:00:00Z,Radar Vitesse Moyenne,FUANS,RD242,1.6,,80
2018-06-28T12:30:23Z,2018-06-28T11:01:23Z,13,43.47071,4.94777,10329,ISTRES VERS FOS SUR MER,MORPHO,2014-11-28T00:00:00Z,Radar Vitesse Moyenne,FOS SUR MER,RN569,3.3,,90
2018-06-28T12:30:23Z,2018-06-28T11:01:23Z,13,43.49527,4.9658,10330,FOS SUR MER vers ISTRES,MORPHO,2014-11-28T00:00:00Z,Radar Vitesse Moyenne,ISTRES,RN1569,3.3,,80
2018-06-28T12:30:23Z,2018-06-28T11:01:23Z,21,47.33677,4.98498,10331,TALANT vers PLOMBIERES LES DIJON,MORPHO,2014-03-24T00:00:00Z,Radar Vitesse Moyenne,PLOMBIERES LES DIJON,RN274,1.5,,70
2018-06-28T12:30:25Z,2018-06-28T11:01:23Z,30,44.1309,4.61414,10332,BAGNOLS SUR CEZE vers REMOULINS,MORPHO,2014-08-18T00:00:00Z,Radar Vitesse Moyenne,LAUDUN L ARDOISE,RD6086,2.5,,80
2018-06-28T12:30:25Z,2018-06-28T11:01:23Z,34,43.61108,3.17323,10333,CLERMONT L HERAULT vers BEDARIEUX,MORPHO,2014-10-10T00:00:00Z,Radar Vitesse Moyenne,BEDARIEUX,RD908,6.9,,80
2018-06-28T12:30:25Z,2018-06-28T11:01:24Z,38,45.55432,5.35899,10334,GRENOBLE vers BOURGOIN JALLIEU,MORPHO,2014-09-26T00:00:00Z,Radar Vitesse Moyenne,SEREZIN DE LA TOUR,A48,2.7,,130
2018-06-28T12:30:25Z,2018-06-28T11:01:24Z,83,43.12053,5.9509,10335,La seyne sur Mer vers La valette du var,MORPHO,2014-12-29T00:00:00Z,Radar Vitesse Moyenne,TOULON,A50,3.3,,70
2018-06-28T12:30:25Z,2018-06-28T11:01:24Z,74,46.00394,6.179,10336,Annecy vers Bonneville,MORPHO,2015-04-13T00:00:00Z,Radar Vitesse Moyenne,ETAUX,A410,6.9,,130
2018-06-28T12:30:25Z,2018-06-28T11:01:24Z,26,45.06043,5.20998,10337,VALENCE vers GRENOBLE,MORPHO,2016-05-06T00:00:00Z,Radar Vitesse Moyenne,LA BAUME D HOSTUN,RD532,3.6,,80
2018-06-28T12:30:25Z,2018-06-28T11:01:24Z,26,45.04916,5.16809,10338,GRENOBLE vers VALENCE,MORPHO,2016-11-07T00:00:00Z,Radar Vitesse Moyenne,EYMEUX,RD532,3.7,,80
2018-06-28T12:30:25Z,2018-06-28T11:01:24Z,19,45.13998,1.48905,10339,NOAILLES vers BRIVE LA GAILLARDE,MORPHO,2015-02-16T00:00:00Z,Radar Vitesse Moyenne,BRIVE LA GAILLARDE,A20,5,,90
2018-06-28T12:30:25Z,2018-06-28T11:01:24Z,19,45.10495,1.51677,10340,BRIVE LA GAILLARDE vers NOAILLES,MORPHO,2015-02-16T00:00:00Z,Radar Vitesse Moyenne,NOAILLES,A20,2,,110
2018-06-28T12:30:25Z,2018-06-28T11:01:24Z,25,47.09946,6.04304,10341,EPEUGNEY vers CLERON,MORPHO,2014-12-29T00:00:00Z,Radar Vitesse Moyenne,SCEY MAISIERES,RD9,2.9,,80
2018-06-28T12:30:27Z,2018-06-28T11:01:24Z,25,46.97625,6.34129,10342,BESANCON vers PONTARLIER,MORPHO,2014-11-14T00:00:00Z,Radar Vitesse Moyenne,VUILLECIN,RN57,4,,80
2018-06-28T12:30:27Z,2018-06-28T11:01:24Z,05,44.55123,6.4916,10343,BRIANCON vers GAP,MORPHO,2014-11-07T00:00:00Z,Radar Vitesse Moyenne,EMBRUN,RN94,4.2,,80
2018-06-28T12:30:27Z,2018-06-28T11:01:25Z,03,46.53445,3.58432,10344,MONTBEUGNY vers THIEL SUR ACOLIN,MORPHO,2015-04-24T00:00:00Z,Radar Vitesse Moyenne,THIEL SUR ACOLIN,RN79,5.1,,80
2018-06-28T12:30:27Z,2018-06-28T11:01:25Z,17,45.38041,-0.60107,10345,PARIS vers BORDEAUX,MORPHO,2015-03-03T00:00:00Z,Radar Vitesse Moyenne,ST MARTIAL DE MIRAMBEAU,A10,5.6,,130
2018-06-28T12:30:27Z,2018-06-28T11:01:25Z,45,48.24962,2.34397,10346,NANTEAU SUR ESSONNE vers PITHIVIERS,MORPHO,2015-07-17T00:00:00Z,Radar Vitesse Moyenne,LE MALESHERBOIS,RD2152,5.2,,80
2018-06-28T12:30:27Z,2018-06-28T11:01:25Z,62,50.68241,1.75535,10347,BOULOGNE SUR MER vers DESVRES,MORPHO,2015-07-17T00:00:00Z,Radar Vitesse Moyenne,WIRWIGNES,RD341,3.8,,80
2018-06-28T12:30:27Z,2018-06-28T11:01:25Z,71,46.7384,4.62619,10348,MOULINS vers CHALON SUR SAONE,MORPHO,2015-02-16T00:00:00Z,Radar Vitesse Moyenne,STE HELENE,RN 80,5.4,,110
2018-06-28T12:30:27Z,2018-06-28T11:01:25Z,13,43.5835,5.14233,10349,VITROLLES vers SALON DE PROVENCE,MORPHO,2017-01-20T00:00:00Z,Radar Vitesse Moyenne,LANCON PROVENCE,RD113,4.4,,80
2018-06-28T12:30:27Z,2018-06-28T11:01:25Z,34,43.66702,4.00788,10350,BEZIERS vers NIMES,MORPHO,2018-01-02T00:00:00Z,Radar Vitesse Moyenne,BAILLARGUES,A9,18.2,,110
2018-06-28T12:30:27Z,2018-06-28T11:01:25Z,45,48.25092,2.34596,10351,PITHIVIERS vers NANTEAU SUR ESSONNE,MORPHO,2015-11-02T00:00:00Z,Radar Vitesse Moyenne,LE MALESHERBOIS,RD2152,5.2,,80
2018-06-28T12:31:17Z,2018-06-28T11:02:05Z,01,45.773383,5.205681,10352,,,2017-04-10T00:00:00Z,Itinéraire,,RD 1075 - RD20,55,,
2018-06-28T12:31:17Z,2018-06-28T11:02:05Z,06,43.731979,7.412692,10353,,,2018-01-18T00:00:00Z,Itinéraire,,RD 6007,8.7,,
2018-06-28T12:18:22Z,2018-06-28T11:02:09Z,80,49.95842,2.85479,10354,PARIS VERS LILLE,MORPHO,2003-11-05T00:00:00Z,Radar fixe,HEM MONACU,A1,,,130
2018-06-28T12:18:22Z,2018-06-28T11:02:09Z,91,48.67029,2.27976,10355,PARIS VERS MONTLHERY,MORPHO,2003-10-31T00:00:00Z,Radar fixe,LA VILLE DU BOIS,RN20,,,70
2018-06-28T12:18:22Z,2018-06-28T11:02:09Z,91,48.63212,2.4065,10356,PARIS VERS CORBEIL ESSONNES,MORPHO,2003-10-31T00:00:00Z,Radar fixe,COURCOURONNES,A6,,,110
2018-06-28T12:18:22Z,2018-06-28T11:02:09Z,78,48.83313,2.08501,10357,TRAPPES VERS PARIS,MORPHO,2003-10-30T00:00:00Z,Radar fixe,BAILLY,A12,,,110
2018-06-28T12:18:22Z,2018-06-28T11:02:09Z,86,46.55483,0.28342,10358,BORDEAUX VERS PARIS,MORPHO,2003-11-04T00:00:00Z,Radar fixe,VOUNEUIL SOUS BIARD,A10,,,130
2018-06-28T12:18:22Z,2018-06-28T11:02:09Z,67,48.57066,7.73904,10359,STRASBOURG VERS PARIS,MORPHO,2003-10-31T00:00:00Z,Radar fixe,STRASBOURG,RN4,,,70
2018-06-28T12:18:22Z,2018-06-28T11:02:09Z,67,48.67772,7.77558,10360,STRASBOURG VERS LAUTERBOURG,MORPHO,2003-10-31T00:00:00Z,Radar fixe,HOERDT,A35,,,130
2018-06-28T12:18:22Z,2018-06-28T11:02:09Z,06,43.655729,7.161446,10361,ST LAURENT DU VAR vers VILLENEUVE LOUBET,MORPHO,2012-02-13T00:00:00Z,Radar fixe,CAGNES SUR MER,Face au n° 46 du  Boulevard de la Plage,,,50
2018-06-28T12:18:22Z,2018-06-28T11:02:09Z,06,43.712,7.2714,10362,Avenue Georges 5 vers bd Dubouchage,MORPHO,2012-03-05T00:00:00Z,Radar fixe,NICE,Face au 37 Boulevard de Cimiez,,,50
2018-06-28T12:18:22Z,2018-06-28T11:02:09Z,06,43.707,7.2793,10363,NICE vers ST LAURENT DU VAR,MORPHO,2012-02-13T00:00:00Z,Radar fixe,NICE,"Voie Malraux , 6 m après le candélabre n° 3/8/5006",,,50
2018-06-28T12:18:22Z,2018-06-28T11:02:09Z,30,44.195,4.1338,10364,ALES vers SAINT AMBROIX,MORPHO,2012-01-19T00:00:00Z,Radar fixe,ROUSSON,RD904,,,90
2018-06-28T12:18:22Z,2018-06-28T11:02:09Z,30,43.8356,4.402,10365,NIMES vers BEAUCAIRE,MORPHO,2013-04-26T00:00:00Z,Radar fixe,NIMES,RD999,,,90
2018-06-28T12:18:22Z,2018-06-28T11:02:09Z,30,43.8356,4.4026,10366,BEAUCAIRE vers NIMES,MORPHO,2013-04-05T00:00:00Z,Radar fixe,NIMES,RD999,,,90
2018-06-28T12:18:22Z,2018-06-28T11:02:09Z,30,43.956,3.8169,10367,Ganges vers St Hippolyte du Fort,MORPHO,2012-01-27T00:00:00Z,Radar fixe,LA CADIERE ET CAMBO,RD999,,,80
2018-06-28T12:18:22Z,2018-06-28T11:02:09Z,30,43.951,3.796,10368,ST HIPPOLYTE DU FORT vers GANGES,MORPHO,2014-06-20T00:00:00Z,Radar fixe,LA CADIERE ET CAMBO,RD999,,,80
